DATE,yield_ust,CPI,Unemployment_Rate,GDP_Growth_Rate,S&P500_Index,VIX_Index,Brent_Oil_Price,Euro_Bond_Yield,Dollar_Index
2022-07-11,3.86,267.96,4.8,-0.79,3532.91,28.32,85.63,1.86,108.25
2022-07-12,4.01,285.89,5.4,0.52,3796.17,24.97,61.49,0.79,91.12
2022-07-13,3.96,280.57,5,0.85,4370.92,24.36,63.96,1.02,108.96
2022-07-14,3.97,258.93,3.7,-0.56,3518.33,24.95,98.92,1.67,94.02
2022-07-15,4.05,268.81,4,0.06,4045.25,23.74,117.89,1.14,96.05
2022-07-16,4.08,273.39,4.3,-0.77,4227.83,22.86,93.11,1.5,99.82
2022-07-17,4.2,270.97,3.8,3.48,4121.86,24.99,90.41,1.25,97.61
2022-07-18,4.05,258.91,4.5,2.31,4260.53,25.57,79.1,1.78,103.35
2022-07-19,4.09,296.22,4.4,-0.61,4225.69,28.84,75.4,1.47,109.5
2022-07-20,4.02,288.12,5.4,-0.91,4192.03,29.22,61.26,0.51,102.13
2022-07-21,4,274.07,4.4,2.24,4321.54,22.55,76.38,1.8,104.43
2022-07-22,4.09,284,5.1,0.98,4145.69,23.27,86.95,1.34,91.76
2022-07-23,4.16,294.86,5.4,2.54,3902.42,22.47,71.88,1.18,102.56
2022-07-24,4.19,256.81,5.3,3.16,3971.91,25.73,65.24,0.69,99.08
2022-07-25,4.21,262.52,3.9,1.7,4216.72,24.07,103.06,0.94,107.72
2022-07-26,4.28,277.14,4.5,-0.16,4376.31,32.79,113.68,0.95,97.76
2022-07-27,4.3,289.95,4.2,2.52,3772.22,28.93,116.21,2.37,103.59
2022-07-28,4.26,251.81,4.3,3.3,3842.08,32.97,97.08,1.37,94.56
2022-07-29,4.34,299.2,4.2,1.61,4430.74,29.18,63.17,0.58,95.19
2022-07-30,4.34,272.75,5.2,2.07,4078.51,34.42,104.45,0.78,97.52
2022-07-31,4.19,267.96,4.4,0.52,3678.96,27.71,66.61,0.66,96.08
2022-08-01,4.23,264.64,4.5,0.72,4163.7,34.27,100.18,1.68,95.08
2022-08-02,4.25,258.72,5.5,2.31,4490.76,18.16,106.76,0.87,90.99
2022-08-03,4.2,289.58,3.6,3.17,4323.45,16.05,103.55,1.5,106.73
2022-08-04,4.12,297.77,4.5,1.83,4245.74,26.58,117.11,1.24,91.29
2022-08-05,4.12,270.68,5,2.55,3708.05,34.67,104.29,2.11,107.75
2022-08-06,4.09,297.62,3.8,-0.23,4376.14,23.35,101.59,1.14,92.51
2022-08-07,4.18,291.19,4.7,-0.05,4025.79,19.24,75.7,1.42,91.31
2022-08-08,.,274.05,4,1.39,4389.29,25.43,115.49,1.94,101.26
2022-08-09,4.27,283.7,5.2,-0.21,3829.83,27.98,70.77,1.37,100.05
2022-08-10,4.3,271.75,4.2,1.86,3562.05,21.3,114.29,2.09,99.82
2022-08-11,4.27,277.94,4.2,0.31,3975.98,29.3,78.76,1.82,101.49
2022-08-12,4.26,252.9,4.7,2.56,3769.84,34.5,67.81,1.32,95.74
2022-08-13,4.29,284.81,3.9,2.64,4215.23,32.94,109.6,1.51,103.26
2022-08-14,4.27,252.64,4.1,1.09,4457.11,20.83,60.15,2.43,100.05
2022-08-15,4.25,290.85,4.3,-0.19,4190.97,21.53,109.93,1.82,96.69
2022-08-16,4.29,291.25,4.2,1.91,4386.93,22.43,75.74,2.31,106.53
2022-08-17,4.33,261.85,4.5,3.47,3953.02,22.89,113.08,0.86,104.55
2022-08-18,4.32,266.18,4.7,1.8,4271.64,17.01,101.49,1.47,97.87
2022-08-19,4.37,274.07,4.6,-0.84,4343.04,30.24,99.97,2.32,106.95
2022-08-20,4.35,279.83,4.8,-0.92,4210.88,22.31,81.92,1.15,108.41
2022-08-21,4.49,264.37,4.1,0.44,4007.78,32.6,63.56,2.44,100.74
2022-08-22,4.44,279.62,3.8,-0.12,4125.87,33.54,109.8,0.69,94.3
2022-08-23,4.55,264.89,5,2.66,4200.51,15.49,70.25,2.31,108.32
2022-08-24,4.56,252.77,5.2,2.8,3753.08,34.77,82.34,1.39,93.79
2022-08-25,4.61,250.13,4,0.16,4309.58,29.2,96.02,0.65,90.97
2022-08-26,4.59,255.06,4.3,0.47,4450.32,25.41,88.94,2.26,96.55
2022-08-27,4.59,289.61,4.5,0.06,3965.24,22.79,71.92,1,104.54
2022-08-28,4.69,298.07,4.6,3.09,4201.07,25.37,68.44,0.54,108.47
2022-08-29,4.81,271.35,4.8,1.26,4237.03,21.49,67.39,0.77,102.75
2022-08-30,4.73,275.63,3.6,1.95,4162.25,27.45,111.78,1.82,109.04
2022-08-31,4.72,257.34,4.9,0.87,4047.12,16.86,61.89,2.46,91.85
2022-09-01,4.78,277.55,3.6,1.84,4381.65,27.42,118.62,0.72,91.22
2022-09-02,.,257.23,4.4,0.74,3948.93,20.51,71.91,1.42,102.08
2022-09-03,4.66,280.56,5.2,0.53,3561.1,15.35,66.62,0.86,109.32
2022-09-04,4.58,296.66,4.4,1.86,4344.56,26.05,94.62,1.99,100.05
2022-09-05,4.7,259.78,3.8,1.66,4173.98,26.57,64.8,0.74,91.03
2022-09-06,4.63,288.23,5.5,0.32,4349.26,23.53,96.15,0.98,94.42
2022-09-07,4.71,251.18,5.3,-0.33,3638.55,16.45,111.04,0.89,94.9
2022-09-08,4.83,268.77,5,0.66,3530.75,32.87,62.87,1.61,96.76
2022-09-09,4.91,255.54,4.3,0.87,4434.37,27.23,107.99,2.25,90.87
2022-09-10,4.98,267.62,3.9,1.83,3647.73,17.31,83.67,1.52,108.1
2022-09-11,4.93,258.68,5.4,3.12,4309.65,25.22,69.57,0.62,100.31
2022-09-12,4.86,268.67,4.6,-0.84,4323.21,24.95,70.57,1.63,103.42
2022-09-13,4.83,270.88,5.2,0.1,4208.71,16.21,115.13,2.1,91.34
2022-09-14,4.95,265.03,4.2,-0.13,3631.26,27.14,66.64,0.76,91.08
2022-09-15,4.86,282.83,4.2,1.26,4167.4,31.17,112.01,0.65,101.73
2022-09-16,4.84,295.94,5.5,0.93,4389.09,29.98,92.65,0.88,107.75
2022-09-17,4.88,270.03,4.5,2.28,3925.53,19.06,62.34,1.99,100.57
2022-09-18,4.88,259.62,3.8,0.09,3913.52,32.25,87.87,1.68,107.56
2022-09-19,4.77,263.54,3.9,1.68,3942.86,21.85,109.05,1.58,106.22
2022-09-20,4.67,292.7,4.5,2.98,3582.27,33.93,103.57,1,91.52
2022-09-21,4.57,278.58,3.6,3.1,4392.03,16.43,89.33,1.16,94.04
2022-09-22,4.67,272.75,4.4,3.31,4369.18,24.72,111.6,2.43,103.15
2022-09-23,4.58,257.48,4.3,2.48,4497.91,26.94,67.22,0.98,98.87
2022-09-24,4.49,272.49,5.1,3.08,4085.18,19.95,114.6,2.3,95.81
2022-09-25,4.62,263.92,4.2,0.06,4251.19,30.43,110.79,1.66,98.37
2022-09-26,4.61,297.16,5.5,-0.11,3702.67,27.54,102.5,0.75,98.9
2022-09-27,4.63,294.2,3.9,-0.97,4167.53,15.36,109.07,1.43,108.21
2022-09-28,4.44,254.2,4.7,2.18,4149.73,27.17,92.63,2.4,92.07
2022-09-29,4.53,275.83,3.7,3.22,4401.21,24.83,100.51,1.34,95.59
2022-09-30,4.45,261.25,5,-0.16,4330.79,18.92,93.64,2.23,100.75
2022-10-01,4.44,270.54,5.5,1.87,4438.47,34.91,81.33,1.01,103.97
2022-10-02,4.42,293.84,5.1,2.36,4368.83,32.94,94.13,1.64,102.61
2022-10-03,4.41,276.38,4.6,3.17,4368.69,20.85,75.45,2.19,108.83
2022-10-04,4.42,266.71,4.5,1.91,3563.72,25.82,86.42,2.34,105.91
2022-10-05,.,260.39,5.2,3.37,4345.96,21.33,76.85,1.47,101.14
2022-10-06,4.47,290.02,5.4,0.55,4107.48,30.51,67.37,1.78,94.29
2022-10-07,4.39,281.23,5.5,0.57,3880.44,33.61,79.31,0.51,99.02
2022-10-08,4.34,273.4,4.3,1.44,3556.51,22.18,111.12,1.01,103.87
2022-10-09,4.27,260.87,5.5,0.73,4177.67,31.11,82.86,1.06,106.76
2022-10-10,4.37,266.71,3.8,-0.99,3828.2,24.97,104.88,0.69,109.19
2022-10-11,4.22,297.99,4,2.29,3967.78,22.93,70.51,1.06,102.11
2022-10-12,4.28,276,3.7,2.38,4181.73,33.77,85.47,1.14,100.54
2022-10-13,4.18,270.03,4,2.36,4411.77,25.21,66.89,2.44,90.35
2022-10-14,4.12,276.07,5,0.55,4325.44,24.35,68.32,1.84,91.44
2022-10-15,4.14,288.95,5.2,1.35,3950.6,28.45,97.05,1.35,93.12
2022-10-16,4.23,267.01,5.1,0.62,3887.78,20.22,96.45,2.48,91.1
2022-10-17,4.23,258.94,4.8,-0.93,3739.78,21.5,72.8,0.81,98.02
2022-10-18,4.2,279.25,4.5,1.53,3872.43,33.64,88.47,1.45,96.74
2022-10-19,4.04,283.26,4.9,-0.44,3611.05,28.57,111.8,1.79,102.75
2022-10-20,3.92,285.64,4.3,-0.64,4471.11,31.53,70.45,0.61,100.71
2022-10-21,3.91,294.1,5.2,2.4,4073.92,20.42,61.15,1.93,101.92
2022-10-22,3.95,268.56,4.9,-0.96,3627.81,25.88,99.12,0.7,99.44
2022-10-23,3.93,253.77,4.9,3.32,3852.81,34.43,63.21,0.78,95.55
2022-10-24,3.86,297.92,4.6,1.32,4047.04,21.37,118.8,0.82,109.06
2022-10-25,3.89,271.75,5.3,3.42,4032.89,18.21,96.58,2.36,91.73
2022-10-26,3.9,281.16,4,-0.74,3535.5,25.22,88.22,1.87,108.78
2022-10-27,.,283.32,4.3,1.63,4450.84,22.76,85.8,1.81,96.22
2022-10-28,3.89,277.33,5.1,0.57,3775.38,18.19,94.38,1.61,100.25
2022-10-29,3.79,260.26,4.5,2.8,3516.18,32.77,65.44,1.09,92.18
2022-10-30,3.84,287.76,5.3,0.63,3576.44,34.81,115.8,1.74,91.42
2022-10-31,3.88,290.19,4.2,0.17,4080.19,26.37,97.54,1.32,98.59
2022-11-01,.,277.65,4.2,2.86,3637.79,30.49,71.04,0.79,104.83
2022-11-02,3.95,274.43,5.3,0.69,3541.72,32.18,93.75,1.88,95.39
2022-11-03,3.91,255.7,4.4,-0.92,3879.63,29.02,68,0.76,101.25
2022-11-04,3.99,254.2,4.5,0.76,4122.76,15.88,61.05,0.88,95.57
2022-11-05,4.05,266.98,4.2,1.95,3611.84,18.15,97.83,2.14,97.77
2022-11-06,4.01,265.54,4.1,0.14,3813.33,16.42,98.91,1.82,108.13
2022-11-07,4.02,297.68,4.8,0.94,3917.76,15.2,95.02,1.76,107.12
2022-11-08,4.04,289.18,3.7,-0.74,3659.46,21.12,71.01,1.34,100.32
2022-11-09,3.98,283,5.3,1.65,4006.07,22.85,96.21,1.29,94.76
2022-11-10,3.96,275.88,5.1,2.4,3585.21,19.82,63.39,1.88,93.86
2022-11-11,.,258.37,3.9,0.86,3546.52,16.29,96.55,1.98,109.08
2022-11-12,4.07,298.92,4.9,0.89,4019.84,25.6,93.24,1.52,94.05
2022-11-13,4.1,268.75,4.7,-0.6,3747.9,20.47,99.32,2.44,106.16
2022-11-14,4.14,255.35,3.9,-0.09,3595.37,30.92,113.73,2.41,97.38
2022-11-15,4.15,274.69,4,-0.3,3923.91,15.16,111.02,1.32,109.71
2022-11-16,4.11,293.7,4.3,1.17,4415.14,31.85,118.84,2.14,97.36
2022-11-17,4.14,294.36,4.9,1.38,4224.19,34.1,118.57,1.59,97.03
2022-11-18,4.18,250.55,4.8,3.27,4315.62,29.32,106.34,1.52,102.75
2022-11-19,4.14,294.31,4.6,-0.67,4371.91,29.67,117.39,0.61,109.23
2022-11-20,4.15,263.57,5,1.7,4472.63,33.67,112.04,1.65,109.52
2022-11-21,4.08,251.95,5,1.37,4263.25,19.18,103.65,2.3,104.14
2022-11-22,4.06,292.39,4.7,1.32,4108.41,34.89,64.52,2.06,105.09
2022-11-23,3.99,293.19,5.1,2.93,3865.43,30.47,62.94,2.07,101.27
2022-11-24,3.87,279.81,4.2,-0.08,3681.64,29.53,110.26,0.82,105.12
2022-11-25,4.03,278.72,5.3,-0.82,4186.66,22.22,89.38,1.22,107.2
2022-11-26,4.17,290.66,4.7,2.03,4494.95,25.92,108.88,0.97,99.72
2022-11-27,4.09,289.32,5.1,0.55,3967.36,28.08,78.78,1.13,102.4
2022-11-28,4.09,294.51,4.6,-0.92,4223.68,27.41,83.86,1.66,100.75
2022-11-29,4.15,277.64,3.9,0.13,3995.09,29.1,102.01,1.23,101.25
2022-11-30,4.17,298.38,4.6,0.39,3931.93,16.65,114.92,1.62,107.8
2022-12-01,4.17,299.81,4.2,1.78,3910.31,22.11,65.27,1.38,97.11
2022-12-02,4.31,255.83,4.9,-0.22,4004.62,23.68,111.69,1.07,94.16
2022-12-03,4.27,292.48,4.5,0.86,3866.9,20.21,107.58,0.69,99.13
2022-12-04,4.24,274.99,5.2,1.17,4248.77,18.45,78.93,2.28,94.16
2022-12-05,4.3,269.38,4.9,1.07,4374.27,17.78,81.31,0.52,99.97
2022-12-06,.,280.65,4.9,3.38,4382.89,22.33,62.79,0.5,108.07
2022-12-07,4.27,252.8,3.9,-0.8,3727.7,24.87,60.94,2.15,102.35
2022-12-08,4.32,275.32,5.5,3.28,4395.91,16.26,88.62,2.49,107.11
2022-12-09,4.33,293.54,5.2,1.62,3841.55,33.93,65.73,1.95,93.32
2022-12-10,4.26,260.67,5.1,2.58,3809.31,30.3,71.64,0.53,108.02
2022-12-11,4.28,271.32,4.2,0.94,4226.76,29.62,110.81,0.95,102.04
2022-12-12,4.31,296.97,4.6,1.04,3804.7,18.46,94.26,2.44,90.64
2022-12-13,4.27,271.43,3.8,2.96,3552.97,27.08,98.02,2.12,102.66
2022-12-14,4.25,267.92,4.6,3.03,3873.62,25.59,71.25,1.63,109.03
2022-12-15,4.19,272.03,3.8,0.07,4221.47,34.65,109.72,0.97,91.58
2022-12-16,4.22,275.97,4.6,-0.1,3826.96,29.95,112.08,0.53,101.65
2022-12-17,4.13,281.6,4.8,1.23,4129.56,26.52,91.4,0.54,108.31
2022-12-18,4.11,290.03,4.3,3.05,4160.12,32.02,114.75,1.72,90.19
2022-12-19,4.09,272.61,4.5,0.45,4233.74,18.1,110.69,0.54,102.62
2022-12-20,4.09,290.87,5.3,1.93,4397.13,15.3,103.88,2.49,99.5
2022-12-21,4.1,276.69,3.7,2.19,3932.56,28.8,104.04,0.87,96.94
2022-12-22,4.16,266.92,5.1,2.5,3666.43,16.97,66.32,1.92,102.55
2022-12-23,4.19,282.9,3.8,1.54,3818.93,17.31,76.25,0.81,91.05
2022-12-24,4.29,285.89,3.6,0.81,3932.17,29.89,64.01,1.58,105.06
2022-12-25,4.31,277.9,3.9,3.35,4213.89,20.41,60.52,0.66,90.09
2022-12-26,4.34,252.83,5,1.75,3513.12,27.57,69.5,2.03,96.14
2022-12-27,4.3,258.49,4.3,2.28,3815.79,33.35,112.83,1.67,100.08
2022-12-28,4.27,264.26,5.2,0.55,4279.84,21.33,74.39,0.67,97.54
2022-12-29,4.27,264.13,4.5,2.01,4170.86,19.34,118.21,2.2,96.15
2022-12-30,4.22,283.67,3.5,0.16,4231.74,17.13,95.84,1.59,106.62
2022-12-31,4.25,250.92,4.9,0.1,4311.81,17.61,74.24,2.34,108.7
2023-01-01,4.24,287.78,3.7,2.22,4283.24,16.24,89.83,2.33,107.47
2023-01-02,4.2,263.27,5.1,1.35,4182.18,16.75,73.15,2.34,100.45
2023-01-03,4.2,265.5,3.8,2.07,3939.66,23.64,119.04,0.66,107.68
2023-01-04,.,276.4,4.2,0.21,4483.6,21.42,110.84,0.74,108.42
2023-01-05,4.33,260.8,5,1.69,4069.07,29.13,61.57,2.48,98.18
2023-01-06,4.36,294.22,5.4,1,3702.77,32.4,116.87,1.48,95.67
2023-01-07,4.36,254.27,4.2,1.69,3792.81,30.7,103.26,0.98,91.97
2023-01-08,4.31,272.22,5.2,0.31,4193.56,25.61,64.94,2.04,99.58
2023-01-09,4.39,292.47,3.9,2.22,4424.74,17.05,100.24,1.03,108.93
2023-01-10,4.42,280.79,5.1,2.63,3678.72,29.2,98.82,1.95,101.22
2023-01-11,4.36,264.62,4.8,0.17,3582.35,22.26,73.13,2.17,103.35
2023-01-12,4.55,271.04,3.9,0.35,4381.53,16.71,105.51,2.07,92.26
2023-01-13,4.56,285.33,4.1,1.98,4415.28,31.85,65.22,1.05,92.87
2023-01-14,4.5,298.66,3.8,2.13,3776.38,21.76,89.37,1.3,99.29
2023-01-15,4.63,294.66,4.3,2.17,3877.29,19.36,60.6,1.33,109.03
2023-01-16,4.67,267.12,3.9,2.07,4160.19,32.43,118.12,1.48,97.22
2023-01-17,4.59,299.91,4.8,0.77,3829.93,33.04,105.09,0.83,107.55
2023-01-18,4.64,250.18,5.5,0.78,4377.16,21.78,69.53,1.4,92.41
2023-01-19,4.62,251.38,3.5,0.15,3607.58,22.1,80.5,1.52,102.34
2023-01-20,4.62,291.19,4.6,-0.29,3537.98,26.59,69.63,1.56,102.01
2023-01-21,4.61,259.97,4.6,2.12,3708.49,29.67,106,2.14,107.2
2023-01-22,4.65,253.04,5.3,-0.58,3786.09,16.26,63.53,1.53,90.07
2023-01-23,4.7,261.86,4.5,3.22,3612.93,26.87,110.42,0.96,93.8
2023-01-24,4.67,271.31,4.6,2.72,3565.69,34.06,116.53,1.83,94.39
2023-01-25,4.63,286.53,4.4,2.86,4255.61,20.24,100.6,2.09,109
2023-01-26,4.69,281.22,4,3.08,3664.28,33.18,72.78,1.14,93.07
2023-01-27,4.63,261.88,3.6,0.84,4413.92,34,81.61,1.79,90.74
2023-01-28,4.58,275.16,4.3,2.81,3868,20.38,88.63,0.79,100.69
2023-01-29,4.5,296.31,3.6,-0.29,4170.61,30.08,96.28,1.18,100.57
2023-01-30,4.49,290.75,4.6,-0.9,3725.4,19.78,100.12,2.32,106.88
2023-01-31,4.47,266.16,4.1,2.53,3740.32,29.75,93.25,2.32,108.98
2023-02-01,4.48,299.11,4.6,-0.66,4074.71,30.95,81.08,1.65,100.77
2023-02-02,4.45,285.43,3.8,3.45,4060.64,19.94,113.46,1.9,108.6
2023-02-03,4.5,253.12,5.4,2.04,4268.73,29.32,64.88,2.21,104.5
2023-02-04,4.48,251.76,5.3,2.39,4257.81,31.24,87.98,2.42,95.29
2023-02-05,4.45,258.42,3.9,0.11,4170.69,22.17,106.53,1.48,108.57
2023-02-06,4.36,286.39,4.2,2.03,3949.13,18.35,63.65,1.62,103.35
2023-02-07,4.38,259.19,4.7,-0.81,4390.64,16.84,102.32,1.33,98.28
2023-02-08,4.42,275.57,3.7,2.77,4122.58,26.51,109.18,0.64,103.6
2023-02-09,4.44,254.66,4.2,-0.24,4490.2,34.56,99.65,1.35,98.03
2023-02-10,4.41,296.04,4,2.14,4319.37,31.46,60.78,2.08,92.28
2023-02-11,4.43,267.2,5.3,0.01,3544.31,23.72,70.81,2.11,104.38
2023-02-12,4.47,295.41,5.2,-0.69,3820.59,25.73,80.53,2.28,106.48
2023-02-13,4.46,297.24,4.7,1.17,4071.88,20.59,74.02,0.6,104.58
2023-02-14,.,250.31,4.5,-0.24,4221.47,18.26,117.76,1.55,94.58
2023-02-15,4.54,273.21,5.4,2.28,4050.34,24.64,99.1,0.71,109.13
2023-02-16,4.61,251.23,5.4,0.07,4286.13,24.27,77.82,0.9,90.51
2023-02-17,4.55,295.43,5.4,0.54,3782.66,25.44,115.78,2.3,96.65
2023-02-18,4.51,275.92,3.8,1.55,3683.91,34.06,104.44,1.49,95.2
2023-02-19,4.41,253.75,3.8,0.28,3553.92,27.08,77.08,2.02,90.96
2023-02-20,4.33,255.51,4.9,0.7,4073.31,27.12,82.73,0.63,98.11
2023-02-21,4.29,269.18,4.6,2.67,4188.6,17.56,71.97,1.33,102.46
2023-02-22,4.28,297.01,3.5,-0.19,3826.15,34.93,118.26,1.85,107.65
2023-02-23,4.43,284.65,3.6,-0.63,4113.58,30.46,91.04,0.77,109.79
2023-02-24,4.47,293.38,5.3,0.48,3552.16,32.54,113.76,1.15,106.16
2023-02-25,4.39,268.32,5.2,0.91,3599.29,23.29,80.79,0.63,99.37
2023-02-26,4.31,252.16,4.2,1.44,4201.75,25.04,111.65,1.8,104.47
2023-02-27,4.24,298.72,5.3,0.68,3868.07,25.44,63.23,2.44,106.87
2023-02-28,4.2,250.86,4.7,2.55,4171.33,18.88,118.93,2.15,99.31
2023-03-01,4.28,297.38,5.1,-0.82,4331.72,28.79,114.72,2.45,105.7
2023-03-02,4.22,268.43,4.4,0.94,4352.62,33.06,81.79,2.19,99.65
2023-03-03,.,250.5,3.7,0.72,3672.17,18.27,106.48,2.21,97.73
2023-03-04,4.25,284.46,4.4,1.91,3986.29,16.73,105.14,1.65,100.52
2023-03-05,4.25,299.03,4.4,3.35,4233.93,29.76,114.08,1.54,103.52
2023-03-06,4.25,298.28,4.6,1.3,4273.98,20.46,78.44,1.31,104.54
2023-03-07,4.23,258.05,3.7,3.44,4284.68,27.48,87.93,2.14,97.13
2023-03-08,4.32,259.06,5.5,0.36,3728.17,28.92,111.9,0.86,101.43
2023-03-09,4.29,278.28,4,-0.86,3692.53,21.44,106.71,0.61,108.2
2023-03-10,4.36,281.87,3.9,-0.25,4090.01,31.3,83.61,2.4,109.53
2023-03-11,4.48,286.97,4.6,0.78,4241.09,26,110.74,0.51,94.54
2023-03-12,4.43,259.05,4.6,0.42,3819.14,32.38,62.82,2.45,93.86
2023-03-13,4.36,297.95,4.4,-0.56,3604.71,30.27,106.92,1.96,103.53
2023-03-14,.,281.94,5,0.95,4216.75,32.37,72.41,1.16,98.29
2023-03-15,4.28,292.35,4.5,0.52,3799.7,15.4,77.17,1.9,90.48
2023-03-16,4.28,277,4.7,-0.45,3666.36,19.87,89.59,2.14,96.94
2023-03-17,4.3,270.71,4.9,0.33,3647.72,16.8,86.98,0.99,106.13
2023-03-18,4.28,298.86,3.6,2.99,3814.91,23.84,91.23,2.04,105.95
2023-03-19,4.2,279.11,4.6,0.36,4092.68,32.8,92.69,2.11,99.89
2023-03-20,4.18,293.34,5.3,2.21,3858.4,24.35,79.89,1,99.45
2023-03-21,4.23,297.66,3.5,1.75,3520.66,31.99,70.51,0.58,101.59
2023-03-22,4.17,283.77,4.3,0.92,3596.91,21.54,106.11,0.91,94.39
2023-03-23,4.16,277.45,5.4,0.08,3790.5,21.79,84,0.9,100.52
2023-03-24,4.2,250.18,4.2,0.66,4159.7,32.91,90.35,0.63,90.22
2023-03-25,4.25,252,4.4,1.66,3598.52,23.52,98.68,1.95,99.51
2023-03-26,4.26,260.04,5.5,0.58,4060.66,30.8,114.58,1.26,96.72
2023-03-27,4.25,259.3,3.9,-0.03,3619.89,19.73,102.45,2.27,103.5
2023-03-28,4.28,262.74,3.6,-0.48,3711.62,33.98,62.73,1,102.77
2023-03-29,4.27,265.25,5.2,2.96,3672.19,26.49,110.31,1.41,97.62
2023-03-30,4.2,268,5.2,0.98,3567.23,30.19,119.36,1.78,90.15
2023-03-31,4.17,271.03,4.4,1.81,4171.33,16.79,88.35,2.25,95.05
2023-04-01,4.15,254.94,4.5,1.21,3963.4,24.85,118.18,1.55,102.67
2023-04-02,4.09,252.12,5.2,2.93,4331.05,33.02,92.84,1.25,91.45
2023-04-03,3.99,283.7,5,1.46,3598.89,32.54,87.58,2.23,92.15
2023-04-04,3.8,276.87,4,1.16,3644.73,15.94,79.88,1.12,102.94
2023-04-05,3.78,272.21,3.5,3.16,3806.46,21.07,99.45,0.66,105.12
2023-04-06,3.9,281.72,4.5,2.24,4265.87,23.87,73.79,1.39,96.43
2023-04-07,3.96,291.38,5.2,-0.5,3805.76,18.45,66.3,2.07,99.79
2023-04-08,3.99,271.38,5.3,-0.2,3908.42,29.6,61.63,0.56,108.91
2023-04-09,3.94,282.06,5.4,2.54,3801.6,18.69,77.54,1.67,108.91
2023-04-10,3.9,297.68,5.3,2.76,3580.22,21.93,83.75,1.69,96.15
2023-04-11,3.85,291.98,4.7,1.45,4439.43,28.27,93.12,2.36,106.2
2023-04-12,3.83,271.3,4.4,1.5,4048.54,24.64,77.56,1.07,101.88
2023-04-13,3.92,282.24,5,1.84,4287.83,29.77,119.04,1.06,109.51
2023-04-14,3.89,258.85,5,0.98,4158.36,34.22,77.5,1.38,99.55
2023-04-15,3.86,278.03,4.6,2.06,4014.25,17.33,86.46,1.21,105.49
2023-04-16,3.82,299.07,3.7,-0.51,3589.68,29.19,66.2,1.97,105.36
2023-04-17,3.79,275.92,5.4,3.33,4142.73,19.61,75.64,1.78,99.95
2023-04-18,3.86,296.38,4.4,2.38,3655.37,23.29,62.9,2.02,105.91
2023-04-19,3.81,270.37,4.2,1.84,3914.38,15.66,93.57,2.14,95.22
2023-04-20,3.82,299.94,4.8,0.42,4129.11,17.72,105.06,2.35,92.45
2023-04-21,3.83,278.96,4.8,-0.28,4282.23,21.4,71.74,1.36,98.5
2023-04-22,3.84,252.11,3.9,0.84,4185.05,21.84,82.07,2.47,108.87
2023-04-23,3.87,279.34,5.2,1.98,4171.53,32.99,61,0.93,100.01
2023-04-24,3.91,263.73,4.1,1.85,3649.04,29.84,110.37,1.93,102.71
2023-04-25,.,251.62,3.9,0.72,3846.13,34.44,106.8,1.57,102.48
2023-04-26,3.84,291.04,4.3,1.76,3542.91,26.98,63.8,2.13,92.65
2023-04-27,3.77,263.79,5,2.66,4219.48,19.83,81.89,1.45,97.81
2023-04-28,3.73,289.83,5.4,-0.88,4452.59,21.55,117.32,2.07,104.14
2023-04-29,3.72,264.41,5.1,1.03,3764.11,21.4,83.52,2.36,109.44
2023-04-30,3.7,259.72,5.4,2.41,3587.7,21.53,91.57,1.96,93.36
2023-05-01,3.65,298.7,3.8,1.46,3975.57,28.46,81.31,2.05,98.21
2023-05-02,3.65,268.08,3.6,1.93,4356.7,25.62,95.77,0.63,91.9
2023-05-03,3.68,280.07,4.6,1.33,4051.97,22.71,118.69,0.91,94.85
2023-05-04,3.66,280.5,4.1,3.46,3546.78,17.98,119.85,2.45,97.54
2023-05-05,3.63,278.02,5.2,-0.75,4474.27,15.44,106.48,1.89,100.81
2023-05-06,3.65,295.73,4.8,1.21,4328.65,19.38,84.26,1.62,94.61
2023-05-07,3.7,283.72,5.4,-0.59,3631.59,17.15,89.67,1.23,94.55
2023-05-08,3.73,270.19,4,-0.28,4421.8,30.71,81.4,0.59,105.56
2023-05-09,3.73,293.12,4.5,0.72,3950.69,17.25,119.13,1.24,109.25
2023-05-10,3.75,259.05,4.5,-0.3,3871.9,29.48,102.47,1.5,96.47
2023-05-11,3.74,277.21,4,3.34,3961.05,22.71,86.94,0.92,103.76
2023-05-12,3.79,297.53,4.7,3.26,4334.57,16.47,60.73,0.85,95.16
2023-05-13,3.79,281.27,4.4,0.51,4159.48,31.25,91.23,1.52,108.56
2023-05-14,3.75,290.85,4.4,1.88,3559.25,26.59,119.04,1.67,103.46
2023-05-15,3.81,282.68,4.2,1.4,4457.6,19.72,91.38,0.98,106.05
2023-05-16,3.74,291.97,3.5,2.67,3647.78,32.89,70.95,1.67,90.99
2023-05-17,3.79,297.22,4.5,1.82,4245.57,15.91,61.33,2.3,101.97
2023-05-18,3.85,263.65,4.2,-1,4136.14,19.04,81.28,1.45,100.55
2023-05-19,3.98,258.48,3.5,2.43,3687.53,30.04,115.09,2.21,95.86
2023-05-20,4.03,274.2,4.1,2.36,3670.73,29.19,119.79,2.35,95.25
2023-05-21,4.04,285.09,4.1,1.29,4370.33,20.79,116.72,0.68,101.6
2023-05-22,4.06,261.36,4.3,3.06,3919.69,16.24,103.77,0.69,104.13
2023-05-23,4.09,250.21,3.8,3.09,4154.58,32.16,93.49,1.45,90.66
